OID_,Join_Count,TARGET_FID,gridcode,rca_id,uRCA,uRCA_int,Shape_Leng,FID_VB600_smoothed,Id,InPoly_FID,FID_RCA,gridcode_1,Join_Count_1,TARGET_FID_1,Join_Cou_1,TARGET_F_1,Dam_Type,Dam_Condit,Notes,Beaver_cre,Dam_Num,Surveyor,Dam_Cond_1,Beaver_C_1,OBJECTID_1,Shape_Leng_1,Area_m2,Notes_1,Length_m,Width_m,Dam_Num_1,Surveyor_1,TNMID,MetaSource,SourceData,SourceOrig,SourceFeat,LoadDate,GNIS_ID,AreaAcres,AreaSqKm,States,HUC12,Name,HUType,HUMod,ToHUC,NonContrib,NonContr_1,Shape_Le_1,Surveyed,Shape_Le_2,RECORDNUMB,ACRES,AFSNUMBER,DOFNUMBER,USFSNUMBER,ADDNUMBER,PERIMETERD,LATESTPERI,SOURCE,SOURCEMETH,SOURCECLAS,AGENCYACRE,ACREAGEMET,COMMENTS,FIREID,FIREYEAR,UPDATETIME,UPDATEUSER,USEDONFINA,FPOUTDATE,FPMERGEDDA,IRWINID,PRESCRIBED,FIRESEASON,Year,Years,Shape_Le_3,Z,Shape_Length,Shape_Area
2553,,,603,603.000000000000000,603,603,186.396466022999988,,,,,,0,2553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.396466022924471,1023.616108595896094
2554,,,604,604.000000000000000,604,604,13446.226541599999109,,,,,,0,2554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13446.226541626629114,255064.265696370945079
2555,,,605,605.000000000000000,605,605,5832.863797619999787,,,,,,0,2555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5832.863797618515491,119848.033078419757658
2556,,,702,702.000000000000000,702,702,6000.544465160000073,,,,,,0,2556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000.544465163553468,105549.363684381329222
2557,,,1124,1124.000000000000000,1124,1124,14896.054495899999893,,,,,,0,2557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14896.054495852464242,295110.000394003116526
2558,,,1213,1213.000000000000000,1213,1213,10225.727450700000190,,,,,,0,2558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10225.727450677872184,191121.442796255490975
2559,,,1214,1214.000000000000000,1214,1214,12128.164642300000196,,,,,,0,2559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12128.164642324112720,260389.218909873248776
2560,,,1385,1385.000000000000000,1385,1385,19173.483788500001538,,,,,,0,2560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19173.483788525882119,347231.490007459651679
2561,,,1386,1386.000000000000000,1386,1386,9829.692225169999801,,,,,,0,2561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9829.692225166845674,262377.663416184543166
2562,,,1399,1399.000000000000000,1399,1399,5162.968640050000431,,,,,,0,2562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5162.968640050726208,143233.649785884568701
2563,,,1400,1400.000000000000000,1400,1400,4639.156863049999629,,,,,,0,2563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4639.156863047875049,83170.983624188025715
2564,,,1411,1411.000000000000000,1411,1411,2007.168213669999886,,,,,,0,2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2007.168213667948748,86731.272095163963968
2565,,,1412,1412.000000000000000,1412,1412,6123.806316340000194,,,,,,0,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6123.806316343370781,93779.703911995515227
2566,,,1477,1477.000000000000000,1477,1477,7857.209718649999559,,,,,,0,2566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7857.209718645458452,348557.971830097376369
2567,,,1478,1478.000000000000000,1478,1478,5954.622473440000249,,,,,,0,2567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5954.622473438013913,236826.675478943361668
2568,,,1539,1539.000000000000000,1539,1539,4538.702453879999666,,,,,,0,2568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4538.702453883251110,159324.674943875608733
2569,,,1540,1540.000000000000000,1540,1540,4168.269497379999848,,,,,,0,2569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4168.269497375553328,69934.617164068651618
2570,,,1565,1565.000000000000000,1565,1565,7323.648312600000281,,,,,,0,2570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7323.648312598695156,178028.207654300436843
2571,,,1566,1566.000000000000000,1566,1566,8330.381877129999339,,,,,,0,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8330.381877131492729,141217.064615999843227
2572,,,1589,1589.000000000000000,1589,1589,1097.875849230000085,,,,,,0,2572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.875849232467772,24564.062182229452446
2573,,,1590,1590.000000000000000,1590,1590,6152.553527189999841,,,,,,0,2573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6152.553527194724666,111650.312620811397210
2574,,,1829,1829.000000000000000,1829,1829,9384.212945940000282,,,,,,0,2574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9384.212945944658713,166124.603337361681042
2575,,,1830,1830.000000000000000,1830,1830,4900.028315649999968,,,,,,0,2575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900.028315648776697,70004.222782578610349
2576,,,380,380.000000000000000,380,380,10780.550069200000507,,,,,,0,2576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10780.550069233822796,458439.909460763563402
2577,,,386,386.000000000000000,386,386,9265.458983239999725,,,,,,0,2577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9265.458983237254870,941872.875591335934587
2578,,,387,387.000000000000000,387,387,3785.379799840000032,,,,,,0,2578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3785.379799836157417,696695.517948581255041
2579,,,394,394.000000000000000,394,394,904.160506940000005,,,,,,0,2579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904.160506939574361,24417.262440036563930
2580,,,397,397.000000000000000,397,397,777.568908643999976,,,,,,0,2580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.568908644473368,29051.254898972169030
2581,,,403,403.000000000000000,403,403,1559.797411450000027,,,,,,0,2581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1559.797411446076694,76069.647228297719266
2582,,,416,416.000000000000000,416,416,8660.086418229999254,,,,,,0,2582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8660.086418232131109,2243246.101244798861444
2583,,,487,487.000000000000000,487,487,1254.911256269999967,,,,,,0,2583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1254.911256271805087,80352.465425144313485
2584,,,496,496.000000000000000,496,496,4925.756028290000359,,,,,,0,2584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4925.756028294206772,1083367.996713082538918
2585,,,513,513.000000000000000,513,513,20.000000000000000,,,,,,0,2585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.000000000000000,25.000000000000000
2586,,,513,513.000000000000000,513,513,5455.882657760000257,,,,,,0,2586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5455.882657759773792,187503.062687641591765
2587,,,520,520.000000000000000,520,520,1109.366830319999963,,,,,,0,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.366830316334017,57361.894865535672579
2588,,,521,521.000000000000000,521,521,15189.311288799999602,,,,,,0,2588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15189.311288824537769,675977.823852999368683
2589,,,526,526.000000000000000,526,526,2874.802804769999966,,,,,,0,2589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2874.802804765283327,327352.767331549199298
2590,,,527,527.000000000000000,527,527,3446.753908149999916,,,,,,0,2590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3446.753908154045348,197073.787598521361360
2591,,,537,537.000000000000000,537,537,20755.945085700001073,,,,,,0,2591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20755.945085690491396,967828.756330809206702
2592,,,721,721.000000000000000,721,721,1919.045634399999926,,,,,,0,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1919.045634404129714,90274.788228642632021
2593,,,775,775.000000000000000,775,775,847.986776005000024,,,,,,0,2593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847.986776004886565,4905.876121849841184
2594,,,786,786.000000000000000,786,786,5195.182707910000317,,,,,,0,2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5195.182707914211278,103188.897208724025404
2595,,,774,774.000000000000000,774,774,1066.708225410000068,,,,,,0,2595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.708225407579448,45390.033724779626937
2596,,,778,778.000000000000000,778,778,1938.702172069999961,,,,,,0,2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938.702172068357868,80229.939854430951527
2597,,,779,779.000000000000000,779,779,2989.364067980000073,,,,,,0,2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2989.364067984808571,121523.069658479580539
2598,1,905,787,787.000000000000000,787,787,20058.439061299999594,,,,,,2,2598,0,772,Main,active, ,M,5481,RA,Active,M,531,406.059667160999993,1177.916124399999944, ,78.000000000000000,8.000000000000000,5481,RA,{985078F0-BB3E-4275-9EE9-29951D59D0A7},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,27452.250000000000000,111.099999999999994,AK,190803070103,Gilles Creek,S,NM,190803070104,0.000000000000000,0.000000000000000,56776.763822100001562,1,56776.763822100001562, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20058.439061260825838,1108909.259655950125307
2599,,,788,788.000000000000000,788,788,2799.655153830000017,,,,,,0,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2799.655153826871356,124816.136100991876447
2600,,,789,789.000000000000000,789,789,9681.745219759999600,,,,,,0,2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9681.745219762276975,177338.151449291355675
2601,,,813,813.000000000000000,813,813,6653.499957209999593,,,,,,0,2601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6653.499957211256515,176379.284114141162718
2602,,,895,895.000000000000000,895,895,206.367075360999991,,,,,,0,2602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.367075361336305,1349.312088310523677
2603,,,896,896.000000000000000,896,896,2373.587788620000083,,,,,,0,2603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2373.587788618875493,57519.809956009827147
2604,,,919,919.000000000000000,919,919,5035.144306359999973,,,,,,0,2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035.144306359253278,94682.803119909891393
2605,,,920,920.000000000000000,920,920,5154.487569269999767,,,,,,0,2605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5154.487569267156687,73927.379712523877970
2606,,,961,961.000000000000000,961,961,10275.609587099999771,,,,,,0,2606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10275.609587096249015,152679.474480115139158
2607,,,962,962.000000000000000,962,962,2787.164651000000049,,,,,,0,2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.164650996131968,44390.378906499390723
2608,,,1109,1109.000000000000000,1109,1109,4014.933236060000127,,,,,,0,2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4014.933236063183813,68154.440919463988394
2609,,,1110,1110.000000000000000,1110,1110,6214.619676270000127,,,,,,0,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6214.619676271860953,110125.296733362774830
2610,,,1111,1111.000000000000000,1111,1111,13043.337171999999555,,,,,,0,2610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13043.337172040170117,234011.098340942786308
2611,,,1123,1123.000000000000000,1123,1123,7771.328108740000062,,,,,,0,2611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7771.328108741616234,225595.642341577593470
2612,,,1139,1139.000000000000000,1139,1139,5667.168781319999653,,,,,,0,2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5667.168781320670860,104173.227313583629439
2613,,,1140,1140.000000000000000,1140,1140,5909.584483120000186,,,,,,0,2613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5909.584483124618600,87168.718043162807589
2614,,,1210,1210.000000000000000,1210,1210,4483.163024430000405,,,,,,0,2614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4483.163024430195946,76602.304589397026575
2615,,,1223,1223.000000000000000,1223,1223,18.753457522100000,,,,,,0,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.753457522095410,16.015500002540648
2616,,,1223,1223.000000000000000,1223,1223,11893.299869899999976,,,,,,0,2616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11893.299869908827532,371882.499695195932873
2617,,,1224,1224.000000000000000,1224,1224,4184.768922000000202,,,,,,0,2617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4184.768922004082924,115075.114658123246045
2618,,,1226,1226.000000000000000,1226,1226,5500.370168399999784,,,,,,0,2618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500.370168403767821,74670.757081520874635
2619,,,1233,1233.000000000000000,1233,1233,11977.245209400000022,,,,,,0,2619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11977.245209424383575,212261.341488045261940
2620,,,1234,1234.000000000000000,1234,1234,4194.861152430000402,,,,,,0,2620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194.861152433074494,62491.281840891708271
2621,,,1333,1333.000000000000000,1333,1333,19722.601554000000760,,,,,,0,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19722.601554017932358,333784.599144547362812
2622,,,1334,1334.000000000000000,1334,1334,6555.540796620000037,,,,,,0,2622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6555.540796617724482,108624.560460990789579
2623,,,1339,1339.000000000000000,1339,1339,4333.049223029999666,,,,,,0,2623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4333.049223029807763,66527.082943468674785
2624,,,1340,1340.000000000000000,1340,1340,6198.756783419999920,,,,,,0,2624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6198.756783416762119,125064.008036804312724
2625,,,1369,1369.000000000000000,1369,1369,16047.868846499999563,,,,,,0,2625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16047.868846534855038,322921.157924472354352
2626,,,1370,1370.000000000000000,1370,1370,5704.601391139999578,,,,,,0,2626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5704.601391138256986,93812.376429936601198
2627,,,1381,1381.000000000000000,1381,1381,2475.851970220000112,,,,,,0,2627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2475.851970218345741,55530.243897803266009
2628,,,1382,1382.000000000000000,1382,1382,16494.649093200001516,,,,,,0,2628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16494.649093187581457,574999.628874527988955
2629,,,1395,1395.000000000000000,1395,1395,5195.312443830000120,,,,,,0,2629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5195.312443833426187,234132.190376401471440
2630,1,842,1396,1396.000000000000000,1396,1396,3029.027035699999942,,,,,,1,2630,0,709,Side,inactive, ,M,5419,RA,Inactive,M,468,234.962930773000011,2185.160693790000096, ,102.000000000000000,23.000000000000000,5419,RA,{80D1CB0A-E9C2-4174-9348-04550E7719B9},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,19893.790000000000873,80.510000000000005,AK,190803050606,190803050606,S,NM,190803050607,0.000000000000000,0.000000000000000,44988.482311799998570,1,44988.482311799998570, ,0.000000000000000, , , , ,, , , , ,0.000000000000000, , ,0, ,, , ,,, , , ,0.000000000000000,0.000000000000000,0.000000000000000,411.445528251999974,3029.027035701755722,102111.847694602794945
2631,,,1397,1397.000000000000000,1397,1397,8680.507081370000378,,,,,,0,2631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8680.507081370447850,474656.451488683873322
2632,,,1409,1409.000000000000000,1409,1409,4298.934422139999697,,,,,,0,2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298.934422136730063,67327.950292777968571
2633,,,1410,1410.000000000000000,1410,1410,6784.761667429999761,,,,,,0,2633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6784.761667431979731,103420.259608926193323
2634,,,1425,1425.000000000000000,1425,1425,3573.337296170000172,,,,,,0,2634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3573.337296172534934,130626.218552810489200
2635,,,163,163.000000000000000,163,163,14693.877545600000303,,,,,,0,2635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14693.877545622792240,778391.093937325524166
2636,,,164,164.000000000000000,164,164,2313.028395939999882,,,,,,0,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.028395936964444,91151.867369755491382
2637,,,171,171.000000000000000,171,171,7360.632355030000326,,,,,,0,2637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7360.632355030939834,588855.758053542347625
2638,,,173,173.000000000000000,173,173,2064.686309709999932,,,,,,0,2638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2064.686309712035836,140349.647791741881520
2639,,,193,193.000000000000000,193,193,9478.760929829999441,,,,,,0,2639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9478.760929830934401,926772.676871700328775
2640,,,194,194.000000000000000,194,194,7792.492834439999569,,,,,,0,2640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7792.492834437478450,1371608.696942424634472
2641,,,199,199.000000000000000,199,199,5542.497229810000135,,,,,,0,2641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5542.497229813058766,512512.827739941712935
2642,,,200,200.000000000000000,200,200,5264.074623419999625,,,,,,0,2642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5264.074623416236136,174536.476285439537605
2643,,,210,210.000000000000000,210,210,6687.818114880000394,,,,,,0,2643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6687.818114884947136,1605275.635513713117689
2644,,,211,211.000000000000000,211,211,5602.908307890000287,,,,,,0,2644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5602.908307889828393,1356686.399402189068496
2645,,,214,214.000000000000000,214,214,13844.721550599999318,,,,,,0,2645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13844.721550624815791,3541449.556334569118917
2646,,,215,215.000000000000000,215,215,4052.013328850000107,,,,,,0,2646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4052.013328848206584,615228.012950830976479
2647,,,272,272.000000000000000,272,272,6910.247117810000418,,,,,,0,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6910.247117807429277,609968.969740963657387
2648,,,273,273.000000000000000,273,273,6445.711021199999777,,,,,,0,2648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6445.711021196533693,1612678.165551666170359
2649,,,282,282.000000000000000,282,282,4074.998486070000126,,,,,,0,2649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4074.998486069165210,553915.733289669151418
2650,,,283,283.000000000000000,283,283,9858.055314819999694,,,,,,0,2650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9858.055314815048405,471453.099172100017313
2651,,,292,292.000000000000000,292,292,12743.116446800000631,,,,,,0,2651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12743.116446770725815,2191268.994388395454735
2652,,,293,293.000000000000000,293,293,10948.779006400000071,,,,,,0,2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10948.779006399527134,524652.430981218349189
2653,1,895,324,324.000000000000000,324,324,7888.766519769999832,,,,,,5,2653,1,762,Side,active, ,M,5473,RA,Active,M,521,172.151177479000012,701.311846099000036, ,63.000000000000000,26.000000000000000,5473,RA,{93B8821A-C349-4AD1-ACFA-99AA96188678},{2C92B35C-3413-46E7-A19D-10901FFEDE59}, , , ,,0,11770.479999999999563,47.630000000000003,AK,190803070107,Cottonwood Creek,S,NM,190803070108,0.000000000000000,0.000000000000000,33291.425681599997915,1,33291.423954999998386,219,19442.779999999998836,FEU5,012219,PNFEU5, ,6/6/2010 0:00:00,Yes,Not Recorded, , ,0.000000000000000, ,None Recorded,33142,2010,6/6/2010 0:00:00,DNR Delta,No,8/30/2010 0:00:00,, ,N,2010 - 2019,2010.000000000000000,2010.000000000000000,86152.579521399995429,0.000000000000000,7888.766519774892913,916033.692430536146276
2654,,,325,325.000000000000000,325,325,1987.967581280000104,,,,,,0,2654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.967581279248407,211140.382824900036212
