,X.1,uRCA,Dams_Per_Basin,Burned_n,Pond_Area_m2_mean,Main_n,Side_n,Off_n,Burned_numerical,Time_Since_Burn_min,Z_mean,alnus_PCT_MEAN,betshr_PCT_MEAN,bettre_PCT_MEAN,dectre_PCT_MEAN,dryas_PCT_MEAN,empnig_PCT_MEAN,erivag_PCT_MEAN,picgla_PCT_MEAN,picmar_PCT_MEAN,rhoshr_PCT_MEAN,salshr_PCT_MEAN,sphagn_PCT_MEAN,vaculi_PCT_MEAN,vacvit_PCT_MEAN,uRCA_Area_km2,Fire_Event_ID,Fire_Event_Area_in_uRCA_km2,Fire_Event_Area_Percent_of_uRCA,Fire_Event_Ignition_Date,BS1_AreaKm2,BS2_AreaKm2,BS3_AreaKm2,BS4_AreaKm2,BS_sum_AreaKm2,DNBR_MEAN,RDNBR_MEAN,uRCA_int,SOLAR_COUNT,SOLAR_MIN,SOLAR_MAX,SOLAR_RANGE,SOLAR_MEAN,SOLAR_STD,SOLAR_SUM,tmLichenLight_2015_MEAN,BroadleafTree_2015_MEAN,ConiferTree_2015_MEAN,DeciduousShrub_2015_MEAN,EvergreenShrub_2015_MEAN,Forb_2015_MEAN,ALD_1950_MEAN,ALD_1951_MEAN,ALD_1952_MEAN,ALD_1953_MEAN,ALD_1954_MEAN,ALD_1955_MEAN,ALD_1956_MEAN,ALD_1957_MEAN,ALD_1958_MEAN,ALD_1959_MEAN,ALD_1960_MEAN,ALD_1961_MEAN,ALD_1962_MEAN,ALD_1963_MEAN,ALD_1964_MEAN,ALD_1965_MEAN,ALD_1966_MEAN,ALD_1967_MEAN,ALD_1968_MEAN,ALD_1969_MEAN,ALD_1970_MEAN,ALD_1971_MEAN,ALD_1972_MEAN,ALD_1973_MEAN,ALD_1974_MEAN,ALD_1975_MEAN,ALD_1976_MEAN,ALD_1977_MEAN,ALD_1978_MEAN,ALD_1979_MEAN,ALD_1980_MEAN,ALD_1981_MEAN,ALD_1982_MEAN,ALD_1983_MEAN,ALD_1984_MEAN,ALD_1985_MEAN,ALD_1986_MEAN,ALD_1987_MEAN,ALD_1988_MEAN,ALD_1989_MEAN,ALD_1990_MEAN,ALD_1991_MEAN,ALD_1992_MEAN,ALD_1993_MEAN,ALD_1994_MEAN,ALD_1995_MEAN,ALD_1996_MEAN,ALD_1997_MEAN,ALD_1998_MEAN,ALD_1999_MEAN,ALD_2000_MEAN,ALD_2001_MEAN,ALD_2002_MEAN,ALD_2003_MEAN,ALD_2004_MEAN,ALD_2005_MEAN,ALD_2006_MEAN,ALD_2007_MEAN,ALD_2008_MEAN,ALD_2009_MEAN,ALD_2010_MEAN,ALD_2011_MEAN,ALD_2012_MEAN,ALD_2013_MEAN,ALD_2014_MEAN,ALD_2015_MEAN,X,LENGTH_M_sum,AREA_SQKM_mean,OUT_DIST_min,GRADIENT_mean,MNANPRC_M_mean,MEANANNCMS_mean,WIDTH_M_mean,DEPTH_M_mean,MAX_GRAD_D_max,LAKE_max,STRM_ORDER_max,AZIMTH_DEG_mean,SINUOSITY_mean,VAL_WIDTH_mean,FP_WIDTH_mean,DROPMAX_max,Fish_min,Basin_ID_min,VWI_Floor_mean,ValCnstrnt_mean,FlowVel_mean,BFQ_mean,StrmPow_mean,BeavHab_min,FISH_RESID_min,GEP_Cum_mean,GEP_mean,IP_CHIN2_mean,ELEV_M_mean,Shape_Area.x,Area_km2_RCA,Shape_Area.y,Area_km2_VB,Graminoid_2015_MEAN,dams_per_km2,dams_per_km_linear,mean_pond_area_m2perkm2,percent_main_ponds,percent_side_ponds,percent_off_ponds,Burned_basin,percent_severe_burn,percent_moderate_burn,percent_mild_burn,percent_no_burn,percent_woody_cover,decidous_conifer_ratio
151,151,4564,1,1,1584.571,1,1,1,1,59,518.039,6.109982068,10.98206814,2.858786611,5.30260012,2.636132696,3.271219366,1.686341901,10.22265392,4.706216378,6.302301255,18.09952182,0.993424985,8.10251046,3.198894202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4564,822,536156.1875,710331,174175,619134.3869,23225.22236,508928466,1.286738351,8.020310633,17.16129032,20.59856631,4.516129032,2.534050179,0.55786715,0.578628638,0.660648069,0.847261339,0.834277523,0.705820931,0.623057866,0.552043261,0.58423587,0.76377253,0.765777935,0.751003479,0.65013242,0.617249683,0.565627232,0.57787219,0.612788103,0.757543767,0.757543767,0.660674887,0.747144312,0.862001663,0.854692735,0.866830551,0.802589725,0.8993506,0.949444909,1.087776022,1.087383914,1.019800072,1.034107764,1.014093484,0.997688594,0.974715593,0.991427994,0.780494162,0.810180756,0.790095146,0.923261325,0.981193952,1.115524987,1.115775143,0.862909706,0.825626919,0.878658649,1.031515441,0.926332518,0.961344088,1.016812472,1.012122365,0.740475922,0.694826455,0.67124797,0.612677623,0.688423604,0.945975055,0.855163593,1.010809884,1.01081008,0.736565208,0.811015066,0.811015954,0.819565663,0.785478054,1.032789922,1.032807805,4761,3298.477,269.087,247.502,0.002,0.549,2.285,5.858,0.174,0.138,0,4,262.474,1.047,317.331,274.903,6.337,1,5060103,54.193,46.951,0.192,0.196,86.803,0,1,0.346,0.114,0.875,516.115,2672731.975,2.672731975,668858.7738,0.668858774,2.597371565,1.495083924,0.00030317,2369,100,100,100,0,NA,NA,NA,NA,61.08173939,3.091517857
152,152,4605,2,2,2744.755,2,2,2,1,59,538.002,13.56953642,14.98992226,6.670025914,5.559458681,8.019003743,7.495824935,1.791822632,5.977253095,6.410308091,8.376907573,18.39360783,2.784048373,12.18226317,3.997120645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4605,299,455057.7188,679424,224366,586946.321,35942.81304,175496950,1.417721519,5.556962025,19.75316456,29.40822785,5.509493671,2.291139241,0.486727378,0.494851898,0.533916153,0.664109679,0.638947394,0.578562357,0.5031752,0.460221223,0.483688279,0.601260547,0.588932945,0.563903409,0.502218805,0.499803563,0.468086629,0.476389947,0.497657069,0.60549172,0.605587696,0.526788252,0.580306327,0.637696746,0.6380625,0.683929013,0.660653079,0.700950619,0.747419725,0.851247508,0.830444822,0.822539657,0.822622503,0.808526462,0.801366562,0.730569247,0.681121297,0.627598729,0.646316764,0.603122822,0.731376533,0.761766643,0.896833499,0.897333187,0.770567493,0.650101472,0.698785176,0.80092688,0.648604148,0.786565635,0.834959941,0.834980195,0.588807704,0.552292849,0.551527788,0.550083426,0.567447676,0.755496438,0.674076937,0.785020327,0.785020327,0.610793476,0.648778522,0.648913383,0.622757943,0.589076722,0.826190977,0.826817532,4801,3012.559,3.609,252.763,0.08,0.509,0.021,0.559,0.046,0.187,0,1,318.46,1.024,50.679,28.977,16.581,1,5060103,89.263,50.569,0.762,0.019,449.419,0,1,0.29,0.262,0.084,624.869,17.10373462,1.71E-05,347521.3844,0.347521384,1.180379747,5.755041531,0.000663887,7898,100,100,100,0,NA,NA,NA,NA,78.19291679,5.312212356
153,153,4605,2,2,2744.755,2,2,2,1,59,538.002,13.56953642,14.98992226,6.670025914,5.559458681,8.019003743,7.495824935,1.791822632,5.977253095,6.410308091,8.376907573,18.39360783,2.784048373,12.18226317,3.997120645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4605,299,455057.7188,679424,224366,586946.321,35942.81304,175496950,1.417721519,5.556962025,19.75316456,29.40822785,5.509493671,2.291139241,0.486727378,0.494851898,0.533916153,0.664109679,0.638947394,0.578562357,0.5031752,0.460221223,0.483688279,0.601260547,0.588932945,0.563903409,0.502218805,0.499803563,0.468086629,0.476389947,0.497657069,0.60549172,0.605587696,0.526788252,0.580306327,0.637696746,0.6380625,0.683929013,0.660653079,0.700950619,0.747419725,0.851247508,0.830444822,0.822539657,0.822622503,0.808526462,0.801366562,0.730569247,0.681121297,0.627598729,0.646316764,0.603122822,0.731376533,0.761766643,0.896833499,0.897333187,0.770567493,0.650101472,0.698785176,0.80092688,0.648604148,0.786565635,0.834959941,0.834980195,0.588807704,0.552292849,0.551527788,0.550083426,0.567447676,0.755496438,0.674076937,0.785020327,0.785020327,0.610793476,0.648778522,0.648913383,0.622757943,0.589076722,0.826190977,0.826817532,4802,3012.559,3.609,252.763,0.08,0.509,0.021,0.559,0.046,0.187,0,1,318.46,1.024,50.679,28.977,16.581,1,5060103,89.263,50.569,0.762,0.019,449.419,0,1,0.29,0.262,0.084,624.869,4815058.711,4.815058711,347521.3844,0.347521384,1.180379747,5.755041531,0.000663887,7898,100,100,100,0,NA,NA,NA,NA,78.19291679,5.312212356
154,154,4627,1,1,2124.095,1,1,1,1,59,559.044,3.767405063,12.68196203,0.026107595,0.325158228,4.491297468,7.061708861,5.518987342,12.28718354,8.061708861,6.475474684,16.02294304,4.956487342,8.359177215,3.349683544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4627,166,598257,628004.1875,29747,616747.7677,6065.844316,102380129.4,2.296511628,3.459302326,25.39534884,20.94767442,5.906976744,2.081395349,0.52260395,0.525708499,0.596306588,0.702552299,0.69233446,0.610165448,0.545253306,0.473231499,0.483350206,0.67222003,0.665393126,0.582914822,0.56260178,0.556969484,0.527141455,0.51107521,0.5206616,0.613252242,0.613302954,0.564509012,0.617231428,0.636642587,0.633735306,0.719314199,0.718958078,0.68869813,0.771512026,0.799864737,0.796643067,0.809890497,0.809890497,0.798434782,0.792168544,0.702464159,0.637294809,0.609341765,0.601026884,0.571385568,0.749604576,0.756538809,0.872905921,0.873896963,0.840695948,0.67943256,0.717608616,0.806985916,0.641818258,0.785489837,0.840808078,0.840817319,0.686807984,0.574440457,0.573358757,0.573607824,0.594003201,0.793462312,0.708510888,0.840614919,0.840614919,0.813480311,0.7119443,0.711945577,0.656950596,0.616213925,0.864350238,0.864350238,4824,635.269,212.984,253.914,0.006,0.561,1.824,5.236,0.163,0.138,0,4,213.52,1.067,323.145,191.283,6.337,1,5060103,61.717,36.536,0.462,0.395,292.304,1,1,0.358,0.051,0.777,556.657,167100.2443,0.167100244,126433.6438,0.126433644,1.686046512,7.909287196,0.001574136,16800,100,100,100,0,NA,NA,NA,NA,61.20648734,2.007853505
155,155,4637,1,1,2717.519,1,1,1,0,NA,576.666,10.16983607,18.14918033,2.036393443,1.559781421,7.880218579,6.86273224,0.70579235,10.99967213,6.690273224,8.715191257,15.88885246,2.842076503,12.16229508,3.625355191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4637,776,450647.75,692086.875,241439,604552.7189,36923.41869,469132909.9,1.997354497,2.375661376,23.17592593,32.7962963,7.375661376,0.943121693,0.466054734,0.479671708,0.479013679,0.594864122,0.561921826,0.51523303,0.468251831,0.437695414,0.466898389,0.556247334,0.540371571,0.523403276,0.504651475,0.497579076,0.446209735,0.420917839,0.44238709,0.546607924,0.556180617,0.507172838,0.497847387,0.50724072,0.497327853,0.564329534,0.561727426,0.589505046,0.61605284,0.68884685,0.67025249,0.686292238,0.675555785,0.67339708,0.681350272,0.628435154,0.617202646,0.563269655,0.501097087,0.502513733,0.645358509,0.658926098,0.739183599,0.739816617,0.646964618,0.638706989,0.687581346,0.760566131,0.679732502,0.702024782,0.669981797,0.670634558,0.511628351,0.473850072,0.479638957,0.479987365,0.545322535,0.69483383,0.652443475,0.696730324,0.663097287,0.591043921,0.576652847,0.585206479,0.562275827,0.514316004,0.647540857,0.667670651,4834,7267.909,10.673,254.548,0.043,0.558,0.075,1.041,0.065,0.209,0,2,293.424,1.017,62.412,34.021,19.724,0,5060103,66.031,35.256,0.74,0.053,489.787,0,0,0.339,0.314,0.202,699.962,15251700.19,15.25170019,913580.3788,0.913580379,0.895502646,1.094594437,0.000137591,2975,100,100,100,0,NA,NA,NA,NA,76.09650273,3.301681051
156,156,4638,3,3,893.263,3,3,3,0,NA,574.847,2.436774942,16.36832947,0.008700696,0.078306265,6.15487239,9.794083527,6.30800464,13.81206497,11.06322506,7.984918794,18.80800464,3.136890951,10.73955916,3.673433875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4638,245,607733.0625,645500.5625,37768,620983.174,9667.933517,152140877.6,2.510373444,1.962655602,24.74273859,22.95435685,7.804979253,0.730290456,0.466918074,0.47437712,0.490701779,0.582687994,0.543310856,0.533497825,0.457063646,0.425280033,0.444526964,0.553552219,0.526931091,0.45983002,0.443804086,0.452684638,0.436479181,0.437313625,0.455857676,0.537216586,0.537438121,0.486443592,0.509274292,0.521638936,0.509784188,0.580949643,0.580415488,0.583400575,0.629731484,0.651129361,0.641396651,0.686393126,0.686393126,0.678579634,0.678033161,0.603744362,0.576821744,0.542314935,0.508502077,0.502772271,0.622947177,0.649147467,0.747807305,0.748254048,0.622243351,0.573645049,0.619502213,0.686892632,0.567952929,0.681549313,0.733721181,0.733721769,0.528697931,0.48463435,0.494082134,0.494180668,0.526199234,0.682290779,0.603503423,0.705930642,0.705930642,0.603803898,0.601175723,0.601176053,0.564216595,0.531038823,0.652251945,0.652251945,4835,1023.822,196.925,254.517,0.002,0.563,1.684,5.032,0.16,0.138,0,4,237.547,1.083,278.995,189.695,6.337,1,5060102,55.464,37.696,0.302,0.242,58.568,1,1,0.36,0.166,0.848,558.932,432758.6953,0.432758695,172581.2322,0.172581232,0.614107884,17.38311844,0.002930197,5176,100,100,100,0,NA,NA,NA,NA,73.23665893,1.944152967
157,157,4660,1,1,1043.093,1,1,1,0,NA,544.873,7.319464286,16.39553571,0.414642857,1.980357143,2.068571429,4.233214286,9.502857143,4.651607143,5.79,9.2625,25.67089286,3.335357143,12.27303571,1.985357143,0.671911522,0,0.45876736,68.27794136,20040613,0.0549,0.0765,0.1206,0.0603,0.3123,408.1097561,774.097561,4660,758,515529.875,691039.125,175509,621171.3912,19563.9784,470847914.6,1.75033557,2.060402685,14.7261745,41.56778523,9.610738255,0.275167785,0.495915063,0.508036634,0.585815974,0.704769522,0.608888865,0.628366626,0.601952099,0.461936872,0.486502044,0.634218975,0.61829491,0.589379424,0.558467039,0.562910325,0.519551131,0.515313392,0.513135184,0.616190546,0.616190546,0.516631891,0.631168791,0.655209267,0.65525655,0.678390116,0.678390116,0.610114574,0.765243363,0.830880281,0.830929373,0.83363246,0.863765018,0.867504625,0.870623221,0.817681181,0.70987299,0.66666317,0.666692945,0.64067572,0.799263635,0.807909626,0.918134926,0.918577691,0.73820413,0.699544843,0.674147948,0.753869356,0.691234281,0.72592797,0.822657581,0.692853804,0.538183256,0.597021815,0.570782932,0.505833337,0.578447958,0.771431192,0.769459675,0.826815066,0.826436741,0.661712423,0.707266786,0.692389153,0.691306127,0.679129493,0.782081745,0.792436759,4858,4667.889,7.061,142.683,0.029,0.551,0.047,0.823,0.057,0.198,0,2,168.203,1.009,95.429,49.894,19.422,1,5060701,122.172,62.782,0.586,0.029,217.334,0,1,0.239,0.218,0.192,566.632,11699116.28,11.69911628,560126.5082,0.560126508,4.387919463,1.785310971,0.00021423,1862,100,100,100,1,10.76542515,21.53085031,13.65762893,9.801357229,72.51517857,5.944829237
158,158,4674,1,1,299.572,1,1,1,0,NA,274.625,7.947368421,13.43065434,4.133357041,5.141180654,0.010312945,2.905761024,3.597083926,4.508179232,8.010668563,11.7670697,23.13051209,4.251066856,14.28165007,3.038051209,0.368157001,0,0.094386543,25.63757892,20040613,0.0342,0.0261,0.0027,0,0.063,-79.2,19.58461538,4674,396,542724.375,656606.9375,113883,598606.5993,11573.87173,237048213.3,1.662679426,13.38038278,18.38516746,32.44019139,7.004784689,2.873205742,0.612739923,0.716790954,0.8710063,0.995146496,0.875442161,0.777631253,0.763298195,0.751409763,0.697004251,0.861875812,0.935620301,0.865224443,0.831088713,0.738148736,0.72371225,0.716600198,0.674752195,0.874297719,0.772636534,0.718637969,0.902330261,1.037008288,1.037223691,1.05940698,1.026054891,1.007966576,1.135936702,1.225977855,1.226053851,1.219160066,1.296980569,1.297004065,1.282085333,1.100767433,1.139663119,0.903772496,0.928148021,0.990366536,1.091315708,1.137500803,1.291047264,1.291348642,0.949726804,1.023364239,1.023386861,1.154162266,0.869317505,0.903462514,1.203878788,0.966150135,0.761740065,0.818474454,0.904844746,0.904844746,0.73996728,1.071930361,0.917147887,1.07963398,1.023865317,0.699854014,0.896321456,0.977270329,0.940362272,0.934475715,1.111163461,0.995725248,4873,1980.305,42.521,203.019,0.014,0.468,0.254,1.961,0.094,0.044,0,3,196.677,1.047,112.82,63.184,1.818,1,5090603,57.453,32.274,0.76,0.139,21.842,1,1,0.214,0.165,0.426,273.397,2434548.944,2.434548944,280525.8825,0.280525883,5.880382775,3.564733461,0.000504973,1068,100,100,100,1,0,0.962478034,9.303954332,12.19138844,75.44238976,5.026304576
159,159,4678,8,8,751.311,8,8,8,1,13,233.246,3.103264857,16.37179017,1.469002201,3.849596478,0.763939839,2.686353632,16.18250183,2.185069699,4.857300073,13.21129861,20.27402788,9.713316214,12.85179751,6.025128393,0.614867426,0,0.554210686,90.13499127,20040613,0.0189,0.081,0.0522,0.0324,0.1845,256.7590909,511.1045455,4678,682,430674.375,607416.4375,176742,585917.0208,17630.66427,399595408.2,2.847953216,4.839181287,11.12134503,28.94152047,12.64035088,1.32748538,0.803120401,0.940535123,1.137086382,1.249299993,1.133616742,1.108399566,1.040301317,0.870500156,0.968746785,1.114524902,1.22632881,1.125490251,1.093309201,0.925044991,0.897731326,0.861010806,0.984357308,1.084378008,0.887313047,0.965920835,1.101886806,1.161270552,1.16383346,1.267942858,1.267942858,1.186114747,1.311374362,1.44238319,1.44238319,1.388826185,1.456464135,1.457248195,1.400617697,1.100155566,1.374879868,1.288759779,1.22582785,1.281728174,1.447079942,1.487353117,1.612695209,1.593365426,1.121953008,1.265042939,1.267726929,1.450672439,1.15757,1.315245117,1.517954551,1.211629543,1.013191288,1.199633228,1.208648675,1.208648675,1.041324698,1.399853734,1.264104973,1.461593119,1.364128607,1.010368163,1.242108673,1.300881212,1.263578794,1.336761026,1.535498222,1.092100202,4877,1917.878,86.741,209.676,0.006,0.44,0.507,2.77,0.114,0.045,0,3,252.498,1.091,15.947,39.273,2.105,1,5090602,5.751,14.168,0.492,0.155,17.022,1,1,0.192,0.118,0.533,234.993,963000.0181,0.963000018,544537.4479,0.544537448,15.6125731,14.69136793,0.004171277,1380,100,100,100,1,5.950004012,9.586117575,14.87501003,3.470835674,61.11225238,7.677796588
160,160,4687,1,1,432.305,1,1,1,0,NA,230.342,4.982668977,11.27729636,3.02339688,6.109185442,0.273830156,1.467937608,3.328422877,5.849220104,4.889081456,9.913344887,28.7660312,1.874350087,9.850086655,2.763431542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4687,128,572010.4375,596422.625,24412,589070.2202,4059.388437,75400988.19,1.457364341,11.20930233,14.79069767,21.20155039,4.093023256,5.713178295,0.820698356,0.927310945,1.127606051,1.255434255,1.136177868,1.043163501,1.034821506,0.983873224,0.940872564,1.092366255,1.235623821,1.206265591,1.134126689,1.092700911,0.935500445,0.911012019,0.994712447,1.103405449,1.028685191,0.972332148,1.126375619,1.223556798,1.223556798,1.320316055,1.320316055,1.24167991,1.377780154,1.494331338,1.494331338,1.482275891,1.568991521,1.569109812,1.4344889,1.074359093,1.341046331,1.297976562,1.190823242,1.240451968,1.476991704,1.527118193,1.640295426,1.640300913,1.19008712,1.297603984,1.297609373,1.496146544,1.18970189,1.341347869,1.556825319,1.234784603,1.045235143,1.222128928,1.23182348,1.23182348,1.047182924,1.419434174,1.294795449,1.474422512,1.342833209,1.044761629,1.306640454,1.331179865,1.282503162,1.359243155,1.573875503,1.426657292,4886,543.701,101.409,209.166,0.012,0.438,0.591,2.989,0.119,0.045,0,3,265.465,1.053,140.887,56.41,1.818,1,5090602,47.135,18.838,0.651,0.232,59.274,0,1,0.193,0.094,0.51,229.312,115650.1903,0.11565019,115650.1903,0.11565019,7.953488372,8.646764848,0.001839246,3738,100,100,100,0,NA,NA,NA,NA,68.63778163,5.39186572
161,161,4691,1,1,245.213,1,1,1,1,13,286.664,5.530359937,21.02989045,0.942723005,2.914710485,1.901877934,2.202190923,17.7228482,0.152112676,3.29687011,14.13568075,25.81064163,6.26885759,16.03395931,5.948826291,0.402667302,0,0.40266729,99.99999951,20040613,0.0045,0.0225,0.0351,0.0018,0.0639,290.3611111,564.6805556,4691,426,488742.7188,623120.1875,134377,580869.5026,18349.18927,247450408.1,1.728070175,2.260964912,5.791666667,43.71491228,10.89473684,0.464912281,0.698922135,0.83687733,0.99016766,1.154662044,1.032888798,1.068350628,1.000474724,0.856638584,0.857417604,0.972927972,1.09630453,1.002745445,0.951798415,0.876698471,0.839984469,0.781796483,0.898369027,1.0013196,0.848827562,0.877973964,1.008035188,1.084996738,1.091480328,1.174940333,1.158902748,1.098125083,1.211175878,1.288649181,1.288649181,1.284178755,1.347406547,1.349312828,1.337094473,1.154862743,1.176070565,1.153543994,1.112833345,1.137316206,1.298821711,1.328032272,1.444665257,1.396743519,1.059551209,1.152699925,1.159394071,1.323623616,1.061701832,1.156964797,1.335051635,1.14209525,0.945520828,1.085184981,1.140937234,1.140937234,0.972099625,1.302755644,1.189838349,1.3210605,1.231677625,0.908104494,1.12955106,1.202289985,1.161503935,1.172456664,1.386583079,1.019869481,4891,5052.508,8.453,211.493,0.029,0.443,0.043,0.805,0.056,0.055,0,2,273.789,1.029,17.937,22.803,2.105,1,5090602,22.004,28.86,0.756,0.034,9.922,0,1,0.223,0.145,0.158,297.68,6247500.409,6.247500409,638345.4325,0.638345432,14.4122807,1.566549942,0.000197922,384,100,100,100,1,0.28197899,5.498590295,3.524737369,0.704947474,72.79655712,20.10667453
162,162,4692,1,1,1245.68,1,1,1,1,13,241.78,2.927655678,16.66575092,1.384746206,3.359759288,1.365253794,2.486263736,18.19191523,0.826530612,3.998560963,13.82378336,19.62022501,10.04565672,14.11512297,6.440607012,0.896584419,0,0.896584323,99.99999967,20040613,0.2106,0.306,0.0639,0.0261,0.6066,98.50074963,302.3208396,4692,975,511526.1563,650870.6875,139345,592426.6016,11180.5488,577615936.6,1.889558233,2.735943775,8.035140562,30.05220884,12.30120482,1.403614458,0.726233187,0.856299863,0.995850818,1.191895598,1.052437155,0.998710132,0.970676877,0.783939495,0.880907704,0.998082298,1.124687164,0.992793958,0.942798651,0.807608481,0.807608481,0.742015015,0.903402199,0.979951591,0.802096176,0.884657075,0.968069989,1.006822223,1.028852852,1.153553076,1.153553076,1.063547977,1.182979437,1.268850004,1.268850004,1.264977324,1.280683416,1.287247088,1.263104772,1.036146724,1.244797915,1.196253569,1.153826357,1.196515295,1.313722801,1.33808088,1.432470114,1.266323573,1.049030296,1.150304559,1.173353728,1.327335107,1.109819457,1.199079478,1.346342397,1.139156087,0.961244251,1.140264289,1.175880377,1.175880377,1.009688762,1.313243463,1.228481064,1.344313189,1.231301848,0.92012535,1.122436333,1.215526178,1.180797177,1.203468601,1.373103751,0.940442921,4892,4263.599,73.961,211.48,0.006,0.442,0.43,2.551,0.109,0.045,0,3,248.338,1.192,32.733,48.414,2.105,1,5090602,12.813,18.938,0.513,0.142,10.692,1,1,0.194,0.106,0.546,252.306,4195042.267,4.195042267,764151.6542,0.764151654,21.4126506,1.308640758,0.000234544,1630,100,100,100,1,3.415552378,8.362214444,40.04440719,27.55997436,59.53859236,11.33937044
163,163,4693,1,1,895.675,1,1,1,1,13,296.373,2.821936717,18.90443831,0.727118284,1.692822255,0.931938841,2.265767679,20.77617329,0.427904014,3.281269909,13.93183266,22.90411977,9.993629221,15.74973455,5.899341686,1.047077002,0,1.047076978,99.99999892,20040613,0.0018,0.0054,0.0027,0,0.0099,337,662.5454545,4693,1134,461506.0313,634244.375,172738,585383.0326,20743.20954,663824358.9,1.711703959,0.808950086,4.924268503,40.5464716,13.01032702,0.153184165,0.680902525,0.815426846,0.971134606,1.13487752,1.005744757,1.019905777,0.969084387,0.949368049,0.82099302,0.942318796,1.049638256,1.029243225,0.997645439,0.919984408,0.839938394,0.787407771,0.844132456,0.998349226,0.916051643,0.842689261,1.01608803,1.150196983,1.150299968,1.175714442,1.165219023,1.095904026,1.24449046,1.330978791,1.330978791,1.295402189,1.426113101,1.426125601,1.405234149,1.129976881,1.134421779,1.130173289,1.126742243,1.147570716,1.299342327,1.335622041,1.460757161,1.461619562,1.083431725,1.155913353,1.155913353,1.33183402,1.028425701,1.134213836,1.345249219,1.142788521,0.917133994,1.00787143,1.101068739,1.101068739,0.945102268,1.299439904,1.182197881,1.313426928,1.257004273,0.875031166,1.129182628,1.183677007,1.147341596,1.166809176,1.384156939,1.050792218,4893,6522.604,43.81,215.766,0.01,0.457,0.258,1.977,0.094,0.045,0,3,287.835,1.069,52.704,36.016,2.105,1,5090602,26.578,18.257,0.624,0.116,13.57,1,1,0.22,0.152,0.452,294.338,9471522.519,9.471522519,940713.0195,0.94071302,19.07401033,1.063023451,0.000153313,952,100,100,100,1,0,0.287016332,0.574032663,0.191344221,64.81652155,16.47465148
164,164,4696,1,1,5790.842,1,1,1,0,NA,609.992,5.013139801,20.00779221,0.254087089,0.415889992,4.637738732,9.346829641,4.417417876,11.6131398,6.119786096,9.288464477,19.0131398,6.099159664,12.32681436,3.834682964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4696,747,548290.75,662933.875,114643,623539.6306,11528.37699,465784104.1,2.390146471,3.832223702,21.27563249,33.49667111,7.701731025,0.474034621,0.478275729,0.489682181,0.527441067,0.637947854,0.637947854,0.534402713,0.496886574,0.446514506,0.469624469,0.586999957,0.575203745,0.534124411,0.52905664,0.525363037,0.466237493,0.439732184,0.460417003,0.573047417,0.577155502,0.525595581,0.523671353,0.530165371,0.528665922,0.632911572,0.615505292,0.618454701,0.66123033,0.749535939,0.749535939,0.727566653,0.705459675,0.709223878,0.714455729,0.686806324,0.613245596,0.575619988,0.504981638,0.501750828,0.659493485,0.6728816,0.753286741,0.754049617,0.681915251,0.652171397,0.69755865,0.762377562,0.699216851,0.653748622,0.695299709,0.69553837,0.544379653,0.487919958,0.495336767,0.495705422,0.551875694,0.702910275,0.674399249,0.697389258,0.697390414,0.648047226,0.61319866,0.623320535,0.57482699,0.551650434,0.713080531,0.81708845,4896,2982.584,29.284,259.686,0.021,0.562,0.221,1.831,0.09,0.138,0,2,177.024,1.031,180.043,107.167,6.337,1,5060102,97.355,57.616,0.628,0.101,334.425,0,1,0.369,0.18,0.355,629.258,4072375.772,4.072375772,655325.8396,0.65532584,1.523302264,1.525958446,0.00033528,8837,100,100,100,0,NA,NA,NA,NA,74.34789916,3.192647033
